OrganisationLabel,OrganisationalUnit,TransactionNumber,BeneficiaryName,ExpenseType,PaymentDate,Amount
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544085,ALINE MOBILITY,,02/03/2015,4169.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544085,ALINE MOBILITY,,02/03/2015,4100.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545662,ALINE MOBILITY,,10/03/2015,1950.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545662,ALINE MOBILITY,,10/03/2015,4289.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545662,ALINE MOBILITY,,10/03/2015,4200.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548070,ALINE MOBILITY,,19/03/2015,1500.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548070,ALINE MOBILITY,,19/03/2015,5339.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548070,ALINE MOBILITY,,19/03/2015,4389.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548871,ALINE MOBILITY,,23/03/2015,4269.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548871,ALINE MOBILITY,,23/03/2015,4844.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548871,ALINE MOBILITY,,23/03/2015,1750.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544355,ALISON ROBERTS T/A ALISON BAILEY SMITH,,03/03/2015,1200.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1551182,ALISON ROBERTS T/A ALISON BAILEY SMITH,,31/03/2015,750.0
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1544356,ALLIED HEALTHCARE GROUP LIMITED,,03/03/2015,5728.52
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1545487,ALLIED HEALTHCARE GROUP LIMITED,,09/03/2015,5728.52
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548873,ALLIED HEALTHCARE GROUP LIMITED,,23/03/2015,5728.52
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1549507,ALLIED HEALTHCARE GROUP LIMITED,,25/03/2015,5728.52
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1550822,ALLIED HEALTHCARE GROUP LIMITED,,30/03/2015,5728.52
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1544088,ALPHA PLUS FOSTERING LIMITED,,02/03/2015,5278.99
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550824,ALPHA PLUS FOSTERING LIMITED,,30/03/2015,4768.12
Wirral Metropolitan Borough Council,BALANCE SHEET,1550825,ALPHABET (GB) LIMITED,,30/03/2015,2971.75
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548072,ALPHABIOLABORATORIES LTD,,19/03/2015,588.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1544358,ALPHABIOLABORATORIES LTD,,03/03/2015,546.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1545661,AL'S COACHES LIMITED,,10/03/2015,2400.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1545661,AL'S COACHES LIMITED,,10/03/2015,3440.0
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548317,ALTERNATIVE FUTURES LTD,,20/03/2015,516.96
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548317,ALTERNATIVE FUTURES LTD,,20/03/2015,13649.22
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548317,ALTERNATIVE FUTURES LTD,,20/03/2015,16415.43
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548317,ALTERNATIVE FUTURES LTD,,20/03/2015,5700.44
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548317,ALTERNATIVE FUTURES LTD,,20/03/2015,14503.91
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548317,ALTERNATIVE FUTURES LTD,,20/03/2015,982.4
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548321,AMANDA J HAGAN,,20/03/2015,800.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1544089,AMAS NORTH WEST LIMITED T/A BERNIC FM,,02/03/2015,915.84
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548073,ANDREW HAGGIS,,19/03/2015,576.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549513,ANDREW HAGGIS,,25/03/2015,1824.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549513,ANDREW HAGGIS,,25/03/2015,1248.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549513,ANDREW HAGGIS,,25/03/2015,576.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544090,ANDYS EMPORIUM LIMITED,,02/03/2015,1050.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547567,ANTHONY DEVER CONSTRUCTION LIMIETD,,17/03/2015,19095.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550589,APPLIED SCIENCE ACTIVITIES(ASA),,27/03/2015,700.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548339,ARJOHUNTLEIGH UK,,20/03/2015,2403.11
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550590,ARK COMMUNITY TRANSPORT,,27/03/2015,9627.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545235,ARK COMMUNITY TRANSPORT,,06/03/2015,9627.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547119,ARK COMMUNITY TRANSPORT,,13/03/2015,9627.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548340,ARK COMMUNITY TRANSPORT,,20/03/2015,9627.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,CHAPS,ARLINGCLOSE,,18/03/2015,960.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,CHAPS,ARLINGCLOSE,,18/03/2015,900.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550591,ARNIAN LIMITED,,27/03/2015,1068.34
Wirral Metropolitan Borough Council,BALANCE SHEET,1547347,ARNOLD CLARK,,16/03/2015,3398.4
Wirral Metropolitan Borough Council,BALANCE SHEET,1547347,ARNOLD CLARK,,16/03/2015,6955.2
Wirral Metropolitan Borough Council,BALANCE SHEET,1545935,ARNOLD CLARK,,11/03/2015,1417.1
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548342,ASBESTOS CONTROL & TREATMENT LIMITED,,20/03/2015,3726.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550837,ASPIRATIONS CARE,,30/03/2015,576.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547571,ASPIRATIONS CARE,,17/03/2015,9824.92
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550592,ASPIRATIONS CARE,,27/03/2015,10877.59
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545236,ATHERTON TRANSPORT,,06/03/2015,5602.7
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547349,ATHERTON TRANSPORT,,16/03/2015,6205.94
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548878,ATHERTON TRANSPORT,,23/03/2015,6186.52
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550838,ATHERTON TRANSPORT,,30/03/2015,6257.9
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547572,ATLAS FIRE & SECURITY LIMITED,,17/03/2015,3306.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544660,AURA CONSERVATION LIMITED,,04/03/2015,30118.16
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550594,AUTO ITEMS LIMITED,,27/03/2015,3619.8
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548879,B.I.T.S (BRITISH & INTERNATIONAL TYRE SUPPLIES),,23/03/2015,600.04
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547573,BAAF REGISTERED CHARITY,,17/03/2015,7300.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1544665,BAAF REGISTERED CHARITY,,04/03/2015,6609.08
Wirral Metropolitan Borough Council,BALANCE SHEET,1549126,BAM NUTTALL LIMITED,,24/03/2015,602156.88
Wirral Metropolitan Borough Council,BALANCE SHEET,1548345,BAM NUTTALL LIMITED,,20/03/2015,249206.26
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548882,BANNER BUSINESS SERVICES LTD,,23/03/2015,663.44
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1549129,BARNARDO'S,,24/03/2015,4149.88
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1549129,BARNARDO'S,,24/03/2015,4149.88
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1549129,BARNARDO'S,,24/03/2015,2734.76
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1549129,BARNARDO'S,,24/03/2015,2923.48
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550596,BARNARDO'S,,27/03/2015,16191.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550596,BARNARDO'S,,27/03/2015,6522.54
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547356,BDF SOLUTIONS LIMITED,,16/03/2015,720.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545241,BEDSPACE RESOURCE LTD,,06/03/2015,1440.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547126,BEDSPACE RESOURCE LTD,,13/03/2015,1440.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548352,BEDSPACE RESOURCE LTD,,20/03/2015,1440.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550599,BEDSPACE RESOURCE LTD,,27/03/2015,617.15
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544102,BELL CONTRACTS LIMITED,,02/03/2015,3439.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545674,BELL CONTRACTS LIMITED,,10/03/2015,3998.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1549133,BEMROSE BOOTH PARAGON LIMITED,,24/03/2015,646.8
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1547357,BERTRAM LIBRARY SERVICES,,16/03/2015,785.26
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1547577,BERTRAM LIBRARY SERVICES,,17/03/2015,538.47
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1549873,BERTRAM LIBRARY SERVICES,,26/03/2015,1297.93
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544970,BETHELL CONSTRUCTION LIMITED,,05/03/2015,4102.92
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1549878,BIBLIOTHECA LIMITED,,26/03/2015,8179.2
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,6917.04
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,8995.63
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,22730.94
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,-25191.31
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,1048107.28
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,1200.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,909.17
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,6917.04
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,8995.63
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,6213.91
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,1060732.58
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,1974.35
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,7967.33
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,6049.01
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,18658.31
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544973,BIFFA WASTE MANAGEMENT LIMITED,,05/03/2015,1444.55
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,15318.95
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,7141.9
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,18658.31
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550847,BIFFA WASTE MANAGEMENT LIMITED,,30/03/2015,1444.55
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1544105,BIRTENSHAW,,02/03/2015,21034.67
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1544105,BIRTENSHAW,,02/03/2015,20158.66
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1544105,BIRTENSHAW,,02/03/2015,24716.42
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1544105,BIRTENSHAW,,02/03/2015,18294.33
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550848,BIRTENSHAW,,30/03/2015,17952.33
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550848,BIRTENSHAW,,30/03/2015,24716.42
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550848,BIRTENSHAW,,30/03/2015,20158.66
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550848,BIRTENSHAW,,30/03/2015,21034.67
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547131,BLACKPOOL TERRAZZO CO LIMITED,,13/03/2015,826.56
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548083,BLAKEMORE FOOD SERVICE LTD,,19/03/2015,562.19
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1548359,BLOOMFIELDS,,20/03/2015,1420.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1551195,BNP PARIBAS LEASING SOLUTIONS LIMITED,,31/03/2015,857.69
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1549531,BOROUGH PROPERTY SERVICES LIMITED,,25/03/2015,1860.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545678,BRADFORD COUNCIL,,10/03/2015,3621.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545678,BRADFORD COUNCIL,,10/03/2015,3104.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1545678,BRADFORD COUNCIL,,10/03/2015,2772.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1549886,BRENNAN AYRE O'NEILL,,26/03/2015,594.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550606,BRENNTAG UK LIMITED,,27/03/2015,2329.08
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544379,BRENNTAG UK LIMITED,,03/03/2015,807.81
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1549139,BRENNTAG UK LIMITED,,24/03/2015,761.85
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551199,BRIDGEND COUNTY BOROUGH COUNCIL,,31/03/2015,9138.66
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1551200,BRILLYBOX PUBLISHING & MEDIA,,31/03/2015,1080.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,9351.45
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,751.46
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,1655.53
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,2401.38
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,617.64
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,1632.18
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,1062.1
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,819.07
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,2182.42
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,1790.67
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,8335.03
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,598.84
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,803.61
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,3179.78
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,-546.16
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,-520.87
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,-873.7
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,769.99
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,975.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,911.91
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545952,BRITISH GAS BUSINESS,,11/03/2015,719.66
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1545952,BRITISH GAS BUSINESS,,11/03/2015,574.66
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1545952,BRITISH GAS BUSINESS,,11/03/2015,10993.16
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1545952,BRITISH GAS BUSINESS,,11/03/2015,1272.99
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1545952,BRITISH GAS BUSINESS,,11/03/2015,1526.01
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,1074.18
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,1598.92
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,717.22
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,710.14
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,2115.85
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,1500.84
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,1123.5
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,637.4
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,5696.38
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545952,BRITISH GAS BUSINESS,,11/03/2015,1401.51
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,663.18
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,609.07
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,1564.27
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,-1227.82
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1545952,BRITISH GAS BUSINESS,,11/03/2015,808.36
